;_id;available;connected;download_date;station;free;open;ticket;total;updated
39;5c605be225541729b7d508aa;15;1;2019-02-10 18:13:39.827;159;2;1;0;17;2019-02-10 18:09:16.000
40;5c605be225541729b7d508ab;11;1;2019-02-10 18:13:39.827;160;9;1;0;20;2019-02-10 18:12:15.000
41;5c605be225541729b7d508ac;14;1;2019-02-10 18:13:39.827;161;1;1;1;15;2019-02-10 18:09:16.000
42;5c605be225541729b7d508ad;15;1;2019-02-10 18:13:39.827;162;4;1;0;19;2019-02-10 18:12:15.000
43;5c605be225541729b7d508ae;17;1;2019-02-10 18:13:39.827;163;3;1;1;20;2019-02-10 18:09:16.000
44;5c605be225541729b7d508af;14;1;2019-02-10 18:13:39.827;164;3;1;0;17;2019-02-10 18:12:15.000
45;5c605be225541729b7d508b0;20;1;2019-02-10 18:13:39.827;165;0;1;1;20;2019-02-10 18:09:16.000
46;5c605be225541729b7d508b1;14;1;2019-02-10 18:13:39.827;166;1;1;0;15;2019-02-10 18:12:15.000
47;5c605be225541729b7d508b2;16;1;2019-02-10 18:13:39.827;167;1;1;0;20;2019-02-10 18:09:16.000
48;5c605be225541729b7d508b3;11;1;2019-02-10 18:13:39.827;168;4;1;0;15;2019-02-10 18:12:15.000
49;5c605be225541729b7d508b4;16;1;2019-02-10 18:13:39.827;169;3;1;1;20;2019-02-10 18:09:16.000
50;5c605be225541729b7d508b5;10;1;2019-02-10 18:13:39.827;170;9;1;0;20;2019-02-10 18:12:15.000
51;5c605be225541729b7d508b6;8;1;2019-02-10 18:13:39.827;171;7;1;0;15;2019-02-10 18:09:16.000
52;5c605be225541729b7d508b7;12;1;2019-02-10 18:13:39.827;57;7;1;1;20;2019-02-10 18:12:15.000
53;5c605be225541729b7d508b8;14;1;2019-02-10 18:13:39.827;54;6;1;1;20;2019-02-10 18:09:16.000
54;5c605be225541729b7d508b9;5;1;2019-02-10 18:13:39.827;59;10;1;1;15;2019-02-10 18:12:15.000
55;5c605be225541729b7d508ba;0;1;2019-02-10 18:13:39.827;60;19;1;0;19;2019-02-10 18:09:16.000
56;5c605be225541729b7d508bb;9;1;2019-02-10 18:13:39.827;61;11;1;1;20;2019-02-10 18:12:15.000
57;5c605be225541729b7d508bc;18;1;2019-02-10 18:13:39.827;62;2;1;1;20;2019-02-10 18:09:16.000
58;5c605be225541729b7d508bd;6;1;2019-02-10 18:13:39.827;31;13;1;0;20;2019-02-10 18:12:15.000
59;5c605be225541729b7d508be;15;1;2019-02-10 18:13:39.827;32;5;1;1;20;2019-02-10 18:09:16.000
60;5c605be225541729b7d508bf;0;1;2019-02-10 18:13:39.827;34;17;1;0;17;2019-02-10 18:12:15.000
61;5c605be225541729b7d508c0;6;1;2019-02-10 18:13:39.827;35;14;1;1;20;2019-02-10 18:09:16.000
62;5c605be225541729b7d508c1;7;1;2019-02-10 18:13:39.827;37;11;1;1;20;2019-02-10 18:12:15.000
63;5c605be225541729b7d508c2;9;1;2019-02-10 18:13:39.827;38;10;1;0;20;2019-02-10 18:09:16.000
64;5c605be225541729b7d508c3;17;1;2019-02-10 18:13:39.827;39;2;1;1;19;2019-02-10 18:12:15.000
65;5c605be225541729b7d508c4;3;1;2019-02-10 18:13:39.827;41;17;1;0;20;2019-02-10 18:09:16.000
66;5c605be225541729b7d508c5;19;1;2019-02-10 18:13:39.827;42;1;1;1;20;2019-02-10 18:12:15.000
67;5c605be225541729b7d508c6;16;1;2019-02-10 18:13:39.827;43;3;1;0;20;2019-02-10 18:09:16.000
68;5c605be225541729b7d508c7;6;1;2019-02-10 18:13:39.827;44;13;1;1;19;2019-02-10 18:12:15.000
69;5c605be225541729b7d508c8;13;1;2019-02-10 18:13:39.827;45;2;1;0;15;2019-02-10 18:09:16.000
70;5c605be225541729b7d508c9;12;1;2019-02-10 18:13:39.827;46;8;1;0;20;2019-02-10 18:12:15.000
71;5c605be225541729b7d508ca;20;1;2019-02-10 18:13:39.827;47;0;1;1;20;2019-02-10 18:09:16.000
72;5c605be225541729b7d508cb;14;1;2019-02-10 18:13:39.827;48;4;1;0;20;2019-02-10 18:12:15.000
73;5c605be225541729b7d508cc;25;1;2019-02-10 18:13:39.827;49;0;1;0;25;2019-02-10 18:09:16.000
74;5c605be225541729b7d508cd;39;1;2019-02-10 18:13:39.827;50;1;1;1;40;2019-02-10 18:12:15.000
75;5c605be225541729b7d508ce;1;1;2019-02-10 18:13:39.827;51;19;1;1;20;2019-02-10 18:09:16.000
76;5c605be225541729b7d508cf;11;1;2019-02-10 18:13:39.827;52;14;1;1;25;2019-02-10 18:12:15.000
77;5c605be225541729b7d508d0;24;1;2019-02-10 18:13:39.827;53;1;1;0;25;2019-02-10 18:09:16.000
78;5c605be225541729b7d508d1;11;1;2019-02-10 18:13:39.827;55;14;1;0;25;2019-02-10 18:12:15.000
79;5c605be225541729b7d508d2;11;1;2019-02-10 18:13:39.827;56;4;1;0;15;2019-02-10 18:09:16.000
80;5c605be225541729b7d508d3;4;1;2019-02-10 18:13:39.827;77;16;1;1;20;2019-02-10 18:12:15.000
81;5c605be225541729b7d508d4;16;1;2019-02-10 18:13:39.827;83;9;1;1;25;2019-02-10 18:09:16.000
82;5c605be225541729b7d508d5;7;1;2019-02-10 18:13:39.827;89;23;1;0;30;2019-02-10 18:12:15.000
83;5c605be225541729b7d508d6;38;1;2019-02-10 18:13:39.827;90;2;1;0;40;2019-02-10 18:09:16.000
84;5c605be225541729b7d508d7;13;1;2019-02-10 18:13:39.827;95;20;1;0;33;2019-02-10 18:12:15.000
85;5c605be225541729b7d508d8;11;1;2019-02-10 18:13:39.827;104;9;1;1;20;2019-02-10 18:09:16.000
86;5c605be225541729b7d508d9;11;1;2019-02-10 18:13:39.827;105;19;1;0;30;2019-02-10 18:12:15.000
87;5c605be225541729b7d508da;22;1;2019-02-10 18:13:39.827;106;3;1;0;25;2019-02-10 18:09:16.000
88;5c605be225541729b7d508db;15;1;2019-02-10 18:13:39.827;107;0;1;0;15;2019-02-10 18:12:15.000
89;5c605be225541729b7d508dc;23;1;2019-02-10 18:13:39.827;112;17;1;1;40;2019-02-10 18:09:16.000
90;5c605be225541729b7d508dd;9;1;2019-02-10 18:13:39.827;115;7;1;0;16;2019-02-10 18:12:15.000
91;5c605be225541729b7d508de;3;1;2019-02-10 18:13:39.827;116;12;1;1;15;2019-02-10 18:09:16.000
92;5c605be225541729b7d508df;2;1;2019-02-10 18:13:39.827;118;18;1;0;20;2019-02-10 18:12:15.000
93;5c605be225541729b7d508e0;12;1;2019-02-10 18:13:39.827;119;7;1;0;20;2019-02-10 18:09:16.000
94;5c605be225541729b7d508e1;4;1;2019-02-10 18:13:39.827;120;13;1;1;18;2019-02-10 18:12:15.000
95;5c605be225541729b7d508e2;4;1;2019-02-10 18:13:39.827;121;11;1;0;15;2019-02-10 18:09:16.000
96;5c605be225541729b7d508e3;2;1;2019-02-10 18:13:39.827;122;13;1;0;15;2019-02-10 18:12:15.000
97;5c605be225541729b7d508e4;11;1;2019-02-10 18:13:39.827;123;8;1;0;20;2019-02-10 18:09:16.000
98;5c605be225541729b7d508e5;11;1;2019-02-10 18:13:39.827;124;14;1;1;25;2019-02-10 18:12:15.000
99;5c605be225541729b7d508e6;9;1;2019-02-10 18:13:39.827;125;6;1;0;15;2019-02-10 18:09:16.000
100;5c605be225541729b7d508e7;19;1;2019-02-10 18:13:39.827;126;1;1;0;20;2019-02-10 18:12:15.000
101;5c605be225541729b7d508e8;20;1;2019-02-10 18:13:39.827;127;0;1;0;20;2019-02-10 18:09:16.000
102;5c605be225541729b7d508e9;4;1;2019-02-10 18:13:39.827;128;21;1;1;25;2019-02-10 18:12:15.000
103;5c605be225541729b7d508ea;16;1;2019-02-10 18:13:39.827;129;4;1;1;20;2019-02-10 18:09:16.000
104;5c605be225541729b7d508eb;5;1;2019-02-10 18:13:39.827;130;10;1;0;15;2019-02-10 18:12:15.000
105;5c605be225541729b7d508ec;6;1;2019-02-10 18:13:39.827;131;13;1;1;20;2019-02-10 18:09:16.000
106;5c605be225541729b7d508ed;8;1;2019-02-10 18:13:39.827;132;7;1;0;15;2019-02-10 18:12:15.000
107;5c605be225541729b7d508ee;6;1;2019-02-10 18:13:39.827;133;9;1;0;15;2019-02-10 18:09:16.000
108;5c605be225541729b7d508ef;2;1;2019-02-10 18:13:39.827;134;18;1;0;20;2019-02-10 18:12:15.000
109;5c605be225541729b7d508f0;1;1;2019-02-10 18:13:39.827;135;19;1;1;20;2019-02-10 18:09:16.000
110;5c605be225541729b7d508f1;5;1;2019-02-10 18:13:39.827;139;10;1;0;15;2019-02-10 18:12:15.000
111;5c605be225541729b7d508f2;20;1;2019-02-10 18:13:39.827;141;0;1;1;20;2019-02-10 18:09:16.000
112;5c605be225541729b7d508f3;21;1;2019-02-10 18:13:39.827;142;3;1;0;25;2019-02-10 18:12:15.000
113;5c605be225541729b7d508f4;21;1;2019-02-10 18:13:39.827;143;8;1;1;30;2019-02-10 18:09:16.000
114;5c605be225541729b7d508f5;2;1;2019-02-10 18:13:39.827;146;24;1;1;26;2019-02-10 18:12:15.000
115;5c605be225541729b7d508f6;8;1;2019-02-10 18:13:39.827;149;11;1;0;20;2019-02-10 18:09:16.000
116;5c605be225541729b7d508f7;1;1;2019-02-10 18:13:39.827;152;14;1;1;15;2019-02-10 18:12:15.000
117;5c605be225541729b7d508f8;6;1;2019-02-10 18:13:39.827;153;16;1;1;24;2019-02-10 18:09:16.000
118;5c605be225541729b7d508f9;6;1;2019-02-10 18:13:39.827;155;13;1;0;20;2019-02-10 18:12:15.000
119;5c605be225541729b7d508fa;12;1;2019-02-10 18:13:39.827;156;2;1;0;15;2019-02-10 18:09:16.000
120;5c605be225541729b7d508fb;19;1;2019-02-10 18:13:39.827;29;1;1;1;20;2019-02-10 18:12:15.000
121;5c605be225541729b7d508fc;19;1;2019-02-10 18:13:39.827;9;6;1;1;25;2019-02-10 18:09:15.000
122;5c605be225541729b7d508fd;6;1;2019-02-10 18:13:39.827;13;18;1;1;24;2019-02-10 18:12:14.000
123;5c605be225541729b7d508fe;10;1;2019-02-10 18:13:39.827;14;10;1;1;20;2019-02-10 18:09:15.000
124;5c605be225541729b7d508ff;11;1;2019-02-10 18:13:39.827;15;23;1;1;34;2019-02-10 18:12:14.000
125;5c605be225541729b7d50900;11;1;2019-02-10 18:13:39.827;16;9;1;1;20;2019-02-10 18:09:15.000
126;5c605be225541729b7d50901;17;1;2019-02-10 18:13:39.827;18;7;1;1;24;2019-02-10 18:12:14.000
127;5c605be225541729b7d50902;9;1;2019-02-10 18:13:39.827;28;16;1;0;25;2019-02-10 18:09:16.000
128;5c605be225541729b7d50903;21;1;2019-02-10 18:13:39.827;148;14;1;1;36;2019-02-10 18:12:15.000
129;5c605be225541729b7d50904;0;1;2019-02-10 18:13:39.827;17;0;1;1;40;2019-02-10 18:09:15.000
130;5c605be225541729b7d50905;5;1;2019-02-10 18:13:39.827;30;15;1;0;20;2019-02-10 18:12:15.000
131;5c605be225541729b7d50906;7;1;2019-02-10 18:13:39.827;11;20;1;1;27;2019-02-10 18:09:15.000
132;5c605be225541729b7d50907;13;1;2019-02-10 18:13:39.827;5;2;1;1;15;2019-02-10 18:12:14.000
133;5c605be225541729b7d50908;4;1;2019-02-10 18:13:39.827;6;11;1;1;15;2019-02-10 18:09:15.000
134;5c605be225541729b7d50909;9;1;2019-02-10 18:13:39.827;36;16;1;0;25;2019-02-10 18:12:15.000
135;5c605be225541729b7d5090a;16;1;2019-02-10 18:13:39.827;1;9;1;1;25;2019-02-10 18:09:15.000
136;5c605be225541729b7d5090b;2;1;2019-02-10 18:13:39.827;2;13;1;0;15;2019-02-10 18:12:14.000
137;5c605be225541729b7d5090c;3;1;2019-02-10 18:13:39.827;7;15;1;1;20;2019-02-10 18:09:15.000
138;5c605be225541729b7d5090d;0;1;2019-02-10 18:13:39.827;10;15;1;1;15;2019-02-10 18:12:14.000
139;5c605be225541729b7d5090e;3;1;2019-02-10 18:13:39.827;82;12;1;0;15;2019-02-10 18:09:16.000
140;5c605be225541729b7d5090f;0;1;2019-02-10 18:13:39.827;147;12;1;0;15;2019-02-10 18:12:15.000
141;5c605be225541729b7d50910;3;1;2019-02-10 18:13:39.827;20;13;1;1;16;2019-02-10 18:09:15.000
142;5c605be225541729b7d50911;0;1;2019-02-10 18:13:39.827;3;20;1;1;20;2019-02-10 18:12:14.000
143;5c605be225541729b7d50912;13;1;2019-02-10 18:13:39.827;4;12;1;1;25;2019-02-10 18:09:15.000
144;5c605be225541729b7d50913;8;1;2019-02-10 18:13:39.827;8;14;1;1;23;2019-02-10 18:12:14.000
145;5c605be225541729b7d50914;20;1;2019-02-10 18:13:39.827;58;0;1;1;20;2019-02-10 18:09:16.000
146;5c605be225541729b7d50915;4;1;2019-02-10 18:13:39.827;33;16;1;1;20;2019-02-10 18:12:15.000
147;5c605be225541729b7d50916;1;1;2019-02-10 18:13:39.827;110;29;1;0;30;2019-02-10 18:09:16.000
148;5c605be225541729b7d50917;3;1;2019-02-10 18:13:39.827;111;27;1;0;30;2019-02-10 18:12:15.000
149;5c605be225541729b7d50918;12;1;2019-02-10 18:13:39.827;113;26;1;1;38;2019-02-10 18:09:16.000
150;5c605be225541729b7d50919;2;1;2019-02-10 18:13:39.827;114;28;1;0;30;2019-02-10 18:12:15.000
151;5c605be225541729b7d5091a;3;1;2019-02-10 18:13:39.827;19;12;1;0;15;2019-02-10 18:09:15.000
152;5c605be225541729b7d5091b;4;1;2019-02-10 18:13:39.827;21;12;1;1;16;2019-02-10 18:12:14.000
153;5c605be225541729b7d5091c;9;1;2019-02-10 18:13:39.827;22;6;1;0;15;2019-02-10 18:09:15.000
154;5c605be225541729b7d5091d;1;1;2019-02-10 18:13:39.827;23;18;1;1;19;2019-02-10 18:12:14.000
155;5c605be225541729b7d5091e;3;1;2019-02-10 18:13:39.827;24;17;1;1;20;2019-02-10 18:09:16.000
156;5c605be225541729b7d5091f;1;1;2019-02-10 18:13:39.827;25;21;1;1;23;2019-02-10 18:12:14.000
157;5c605be225541729b7d50920;2;1;2019-02-10 18:13:39.827;26;13;1;0;15;2019-02-10 18:09:16.000
158;5c605be225541729b7d50921;4;1;2019-02-10 18:13:39.827;27;16;1;0;20;2019-02-10 18:12:14.000
159;5c605be225541729b7d50922;2;1;2019-02-10 18:13:39.827;136;18;1;0;20;2019-02-10 18:09:16.000
160;5c605be225541729b7d50923;0;1;2019-02-10 18:13:39.827;137;20;1;1;20;2019-02-10 18:12:15.000
161;5c605be225541729b7d50924;1;1;2019-02-10 18:13:39.827;138;18;1;0;20;2019-02-10 18:09:16.000
162;5c605be225541729b7d50925;0;1;2019-02-10 18:13:39.827;140;20;1;0;20;2019-02-10 18:12:15.000
163;5c605be225541729b7d50926;3;1;2019-02-10 18:13:39.827;144;11;1;0;15;2019-02-10 18:09:16.000
164;5c605be225541729b7d50927;6;1;2019-02-10 18:13:39.827;145;9;1;0;15;2019-02-10 18:12:15.000
165;5c605be225541729b7d50928;7;1;2019-02-10 18:13:39.827;157;13;1;1;20;2019-02-10 18:09:16.000
166;5c605be225541729b7d50929;5;1;2019-02-10 18:13:39.827;172;15;1;1;20;2019-02-10 18:12:15.000
167;5c605be225541729b7d5092a;1;1;2019-02-10 18:13:39.827;173;19;1;0;20;2019-02-10 18:09:16.000
168;5c605be225541729b7d5092b;6;1;2019-02-10 18:13:39.827;174;13;1;1;19;2019-02-10 18:12:15.000
169;5c605be225541729b7d5092c;5;1;2019-02-10 18:13:39.827;175;10;1;1;15;2019-02-10 18:09:16.000
170;5c605be225541729b7d5092d;19;1;2019-02-10 18:13:39.827;176;1;1;0;20;2019-02-10 18:12:15.000
171;5c605be225541729b7d5092e;11;1;2019-02-10 18:13:39.827;177;3;1;1;15;2019-02-10 18:09:16.000
172;5c605be225541729b7d5092f;10;1;2019-02-10 18:13:39.827;178;10;1;0;20;2019-02-10 18:12:15.000
173;5c605be225541729b7d50930;3;1;2019-02-10 18:13:39.827;179;20;1;0;23;2019-02-10 18:09:16.000
174;5c605be225541729b7d50931;12;1;2019-02-10 18:13:39.827;180;8;1;1;20;2019-02-10 18:12:15.000
175;5c605be225541729b7d50932;1;1;2019-02-10 18:13:39.827;181;14;1;1;15;2019-02-10 18:09:16.000
176;5c605be225541729b7d50933;8;1;2019-02-10 18:13:39.827;12;11;1;1;20;2019-02-10 18:12:14.000
177;5c605be225541729b7d50934;9;1;2019-02-10 18:13:39.827;194;31;1;1;40;2019-02-10 18:09:16.000
178;5c605be225541729b7d50935;2;1;2019-02-10 18:13:39.827;195;14;1;0;16;2019-02-10 18:12:15.000
179;5c605be225541729b7d50936;3;1;2019-02-10 18:13:39.827;196;12;1;1;15;2019-02-10 18:09:16.000
180;5c605be225541729b7d50937;8;1;2019-02-10 18:13:39.827;202;11;1;1;20;2019-02-10 18:12:15.000
181;5c605be225541729b7d50938;1;1;2019-02-10 18:13:39.827;203;14;1;0;15;2019-02-10 18:09:16.000
182;5c605be225541729b7d50939;2;1;2019-02-10 18:13:39.827;204;18;1;1;20;2019-02-10 18:12:15.000
183;5c605be225541729b7d5093a;3;1;2019-02-10 18:13:39.827;205;21;1;1;24;2019-02-10 18:09:16.000
184;5c605be225541729b7d5093b;10;1;2019-02-10 18:13:39.827;206;5;1;0;15;2019-02-10 18:12:15.000
185;5c605be225541729b7d5093c;5;1;2019-02-10 18:13:39.827;183;12;1;1;18;2019-02-10 18:09:16.000
186;5c605be225541729b7d5093d;13;1;2019-02-10 18:13:39.827;185;2;1;0;15;2019-02-10 18:12:15.000
187;5c605be225541729b7d5093e;10;1;2019-02-10 18:13:39.827;184;4;1;0;15;2019-02-10 18:09:16.000
188;5c605be225541729b7d5093f;0;1;2019-02-10 18:13:39.827;186;14;1;0;14;2019-02-10 18:12:15.000
189;5c605be225541729b7d50940;9;1;2019-02-10 18:13:39.827;187;6;1;1;15;2019-02-10 18:09:16.000
190;5c605be225541729b7d50941;4;1;2019-02-10 18:13:39.827;188;36;1;0;40;2019-02-10 18:12:15.000
191;5c605be225541729b7d50942;17;1;2019-02-10 18:13:39.827;189;13;1;1;30;2019-02-10 18:09:16.000
192;5c605be225541729b7d50943;15;1;2019-02-10 18:13:39.827;190;3;1;1;18;2019-02-10 18:12:15.000
193;5c605be225541729b7d50944;9;1;2019-02-10 18:13:39.827;191;6;1;0;15;2019-02-10 18:09:16.000
194;5c605be225541729b7d50945;17;1;2019-02-10 18:13:39.827;192;3;1;1;20;2019-02-10 18:12:15.000
195;5c605be225541729b7d50946;18;0;2019-02-10 18:13:39.827;193;2;1;1;20;2019-02-10 18:09:16.000
196;5c605be225541729b7d50947;10;1;2019-02-10 18:13:39.827;197;5;1;0;15;2019-02-10 18:12:15.000
197;5c605be225541729b7d50948;17;1;2019-02-10 18:13:39.827;198;3;1;1;20;2019-02-10 18:09:16.000
198;5c605be225541729b7d50949;5;1;2019-02-10 18:13:39.827;199;10;1;0;15;2019-02-10 18:12:15.000
199;5c605be225541729b7d5094a;0;1;2019-02-10 18:13:39.827;200;15;1;0;15;2019-02-10 18:09:16.000
200;5c605be225541729b7d5094b;3;1;2019-02-10 18:13:39.827;201;17;1;0;20;2019-02-10 18:12:15.000
201;5c605be225541729b7d5094c;4;1;2019-02-10 18:13:39.827;182;17;1;0;21;2019-02-10 18:09:16.000
202;5c605be225541729b7d5094d;9;1;2019-02-10 18:13:39.827;207;6;1;0;15;2019-02-10 18:12:15.000
203;5c605be225541729b7d5094e;14;1;2019-02-10 18:13:39.827;208;6;1;0;20;2019-02-10 18:09:16.000
204;5c605be225541729b7d5094f;17;1;2019-02-10 18:13:39.827;209;1;1;1;18;2019-02-10 18:12:15.000
205;5c605be225541729b7d50950;3;1;2019-02-10 18:13:39.827;210;12;1;1;15;2019-02-10 18:09:16.000
206;5c605be225541729b7d50951;8;1;2019-02-10 18:13:39.827;211;7;1;0;15;2019-02-10 18:12:15.000
207;5c605be225541729b7d50952;0;1;2019-02-10 18:13:39.827;212;15;1;1;15;2019-02-10 18:09:16.000
208;5c605be225541729b7d50953;9;1;2019-02-10 18:13:39.827;213;6;1;0;15;2019-02-10 18:12:15.000
209;5c605be225541729b7d50954;9;1;2019-02-10 18:13:39.827;214;6;1;1;15;2019-02-10 18:09:16.000
210;5c605be225541729b7d50955;11;1;2019-02-10 18:13:39.827;215;4;1;1;15;2019-02-10 18:12:15.000
211;5c605be225541729b7d50956;10;1;2019-02-10 18:13:39.827;216;7;1;0;17;2019-02-10 18:09:16.000
212;5c605be225541729b7d50957;7;1;2019-02-10 18:13:39.827;217;18;1;1;25;2019-02-10 18:12:15.000
213;5c605be225541729b7d50958;3;1;2019-02-10 18:13:39.827;218;12;1;1;15;2019-02-10 18:12:15.000
214;5c605be225541729b7d50959;6;1;2019-02-10 18:13:39.827;219;12;1;0;18;2019-02-10 18:09:16.000
215;5c605be225541729b7d5095a;3;1;2019-02-10 18:13:39.827;220;13;1;1;16;2019-02-10 18:12:15.000
216;5c605be225541729b7d5095b;1;1;2019-02-10 18:13:39.827;221;18;1;1;20;2019-02-10 18:09:16.000
217;5c605be225541729b7d5095c;9;1;2019-02-10 18:13:39.827;222;11;1;0;20;2019-02-10 18:12:15.000
218;5c605be225541729b7d5095d;6;1;2019-02-10 18:13:39.827;223;13;1;1;20;2019-02-10 18:09:16.000
219;5c605be225541729b7d5095e;15;1;2019-02-10 18:13:39.827;224;5;1;0;20;2019-02-10 18:12:15.000
220;5c605be225541729b7d5095f;0;1;2019-02-10 18:13:39.827;225;20;1;1;20;2019-02-10 18:09:16.000
221;5c605be225541729b7d50960;3;1;2019-02-10 18:13:39.827;226;27;1;0;30;2019-02-10 18:12:15.000
222;5c605be225541729b7d50961;3;1;2019-02-10 18:13:39.827;227;17;1;1;20;2019-02-10 18:09:16.000
223;5c605be225541729b7d50962;0;1;2019-02-10 18:13:39.827;228;15;1;1;15;2019-02-10 18:12:15.000
224;5c605be225541729b7d50963;0;1;2019-02-10 18:13:39.827;229;16;1;0;16;2019-02-10 18:09:16.000
225;5c605be225541729b7d50964;0;1;2019-02-10 18:13:39.827;230;15;1;0;15;2019-02-10 18:12:15.000
226;5c605be225541729b7d50965;11;1;2019-02-10 18:13:39.827;231;4;1;1;15;2019-02-10 18:09:16.000
227;5c605be225541729b7d50966;14;1;2019-02-10 18:13:39.827;232;1;1;1;15;2019-02-10 18:12:15.000
228;5c605be225541729b7d50967;4;1;2019-02-10 18:13:39.827;233;11;1;1;15;2019-02-10 18:09:16.000
229;5c605be225541729b7d50968;8;1;2019-02-10 18:13:39.827;234;7;1;0;15;2019-02-10 18:12:15.000
230;5c605be225541729b7d50969;5;1;2019-02-10 18:13:39.827;235;10;1;1;15;2019-02-10 18:09:16.000
231;5c605be225541729b7d5096a;4;1;2019-02-10 18:13:39.827;236;11;1;1;15;2019-02-10 18:12:16.000
232;5c605be225541729b7d5096b;7;1;2019-02-10 18:13:39.827;237;8;1;1;15;2019-02-10 18:09:16.000
